antecedent_id,consequent_id,support,confidence,lift,antecedent_name,consequent_name,antecedent_brand,consequent_brand,same_brand,antecedent_price,consequent_price,semantic_similarity
1519,348,0.0018832391713747645,1.0,531.0,Sữa Rửa Mặt Giảm Mụn Innisfree Jeju Bija Trouble Facial Foam 150ml,Sữa Rửa Mặt Chiết Xuất Từ Trà Xanh Innisfree Green Tea Foam Cleanser 150ml,Innisfree,Innisfree,True,125000.0,155000.0,-0.030885940863265876
357,1222,0.0018832391713747645,1.0,531.0,Sữa rửa mặt NIVEA TẠO BỌT SIÊU MỊN 50ml,SỬA RỬA MẶT NGHỆ DƯỠNG ẨM & TRẮNG DA  RELOVE,Nivea,+Wis+,False,7900.0,23000.0,0.13011211321027405
348,1519,0.0018832391713747645,1.0,531.0,Sữa Rửa Mặt Chiết Xuất Từ Trà Xanh Innisfree Green Tea Foam Cleanser 150ml,Sữa Rửa Mặt Giảm Mụn Innisfree Jeju Bija Trouble Facial Foam 150ml,Innisfree,Innisfree,True,155000.0,125000.0,-0.030885940863265876
1296,411,0.0018832391713747645,1.0,531.0,[Mã BMLT30 giảm đến 30K đơn 299K] Sữa rửa mặt sáng da và dưỡng ẩm Truesky Glutathione Cleanser chiết xuất sữa dê 50g,[Mã BMLT30 giảm đến 30K đơn 299K] Gel rửa mặt ngăn ngừa mụn Truesky Centella Cleanser chiết xuất rau má 50g,TRUESKY,TRUESKY,True,65000.0,55000.0,0.2960120500804332
1222,357,0.0018832391713747645,1.0,531.0,SỬA RỬA MẶT NGHỆ DƯỠNG ẨM & TRẮNG DA  RELOVE,Sữa rửa mặt NIVEA TẠO BỌT SIÊU MỊN 50ml,+Wis+,Nivea,False,23000.0,7900.0,0.13011211321027405
125,1546,0.0018832391713747645,1.0,531.0,"[ 100% Korea] Sửa rửa mặt 3w clinic trà xanh / Gạo 100ml sáng da , hỗ trợ giảm và ngăn ngừa mụn",Sữa rửa mặt tinh chất trà xanh cho da mụn,3W CLINIC,no_brand,False,17500.0,23000.0,0.05440605919354302
2124,388,0.0018832391713747645,1.0,531.0,Sữa Rửa Mặt Trắng Da Benew Hàn Quốc Chiết Xuất Từ Mầm Gạo Lúa Mạch 100ml Sữa Rửa Mặt Chính Hãng,"Sữa Rửa Mặt Trà Xanh BENEW Green tea Hàn Quốc 100ml , Sữa Rửa Măt Chính Hãng",Benew,Benew,True,53000.0,53000.0,0.6740219889378201
1546,125,0.0018832391713747645,1.0,531.0,Sữa rửa mặt tinh chất trà xanh cho da mụn,"[ 100% Korea] Sửa rửa mặt 3w clinic trà xanh / Gạo 100ml sáng da , hỗ trợ giảm và ngăn ngừa mụn",no_brand,3W CLINIC,False,23000.0,17500.0,0.05440605919354302
1276,1144,0.0018832391713747645,1.0,531.0,ORIGINS 🌿 Sữa rửa mặt Checks and Balances Frothy Face Wash,"Sữa rửa mặt sâm đỏ, sâm vàng Hàn Quốc",ORIGINS,no_brand,False,100000.0,56000.0,0.012632568053427108
411,1296,0.0018832391713747645,1.0,531.0,[Mã BMLT30 giảm đến 30K đơn 299K] Gel rửa mặt ngăn ngừa mụn Truesky Centella Cleanser chiết xuất rau má 50g,[Mã BMLT30 giảm đến 30K đơn 299K] Sữa rửa mặt sáng da và dưỡng ẩm Truesky Glutathione Cleanser chiết xuất sữa dê 50g,TRUESKY,TRUESKY,True,55000.0,65000.0,0.2960120500804332
