antecedent_id,consequent_id,support,confidence,lift,antecedent_name,consequent_name,antecedent_brand,consequent_brand,same_brand,antecedent_price,consequent_price,semantic_similarity
54,101,0.0009587727708533077,1.0,1043.0,Sữa rửa mặt nam RHYS MAN hương dừa Rhys Coconut Fresh 100ml,Sữa rửa mặt nam RHYS MAN hương dừa thơm mát Rhys Coconut Fresh 100ml,RHYS MAN,RHYS MAN,True,99000.0,99000.0,0.8744806148745794
101,54,0.0009587727708533077,1.0,1043.0,Sữa rửa mặt nam RHYS MAN hương dừa thơm mát Rhys Coconut Fresh 100ml,Sữa rửa mặt nam RHYS MAN hương dừa Rhys Coconut Fresh 100ml,RHYS MAN,RHYS MAN,True,99000.0,99000.0,0.8744806148745794
561,1356,0.0009587727708533077,1.0,1043.0,Kem rửa mặt ngăn ngừa mụn Acnes Creamy Wash 100g,✅ (CHÍNH HÃNG) Acnes Creamy Wash – Kem rửa mặt ngăn ngừa mụn,Acnes,Acnes,True,49000.0,48000.0,0.5603831585116643
1356,561,0.0009587727708533077,1.0,1043.0,✅ (CHÍNH HÃNG) Acnes Creamy Wash – Kem rửa mặt ngăn ngừa mụn,Kem rửa mặt ngăn ngừa mụn Acnes Creamy Wash 100g,Acnes,Acnes,True,48000.0,49000.0,0.5603831585116643
81,2098,0.0009587727708533077,0.6666666666666666,463.55555555555554,Sữa Rửa Mặt Trà Xanh¹,Sữa rửa mặt 3w clinic ( chỉ bán loại 1),no_brand,no_brand,True,20999.5,21000.0,0.44488596585697265
2098,81,0.0009587727708533077,0.6666666666666666,463.55555555555554,Sữa rửa mặt 3w clinic ( chỉ bán loại 1),Sữa Rửa Mặt Trà Xanh¹,no_brand,no_brand,True,21000.0,20999.5,0.44488596585697265
1102,1699,0.0009587727708533077,0.3333333333333333,347.6666666666667,SỮA RỬA MẶT TRÀ XANH GREEN TEA 3W CLINIC HÀN QUỐC 100ML,SỮA RỬA MẶT GẠO BROWN RICE FOAM CLEANSING 3W CILINIC HÀN QUỐC 100ML,3W CLINIC,3W CLINIC,True,35000.0,35000.0,0.4679542612692767
1699,1102,0.0009587727708533077,1.0,347.6666666666667,SỮA RỬA MẶT GẠO BROWN RICE FOAM CLEANSING 3W CILINIC HÀN QUỐC 100ML,SỮA RỬA MẶT TRÀ XANH GREEN TEA 3W CLINIC HÀN QUỐC 100ML,3W CLINIC,3W CLINIC,True,35000.0,35000.0,0.4679542612692767
388,843,0.0009587727708533077,0.5,173.83333333333334,"Sữa Rửa Mặt Trà Xanh BENEW Green tea Hàn Quốc 100ml , Sữa Rửa Măt Chính Hãng",Sữa Rửa Mặt Trắng Da Benew Hàn Quốc Chiết Xuất Hoàn Toàn Từ Thiên Nhiên 100ml Sữa Rửa Mặt Chính Hãng,Benew,Benew,True,53000.0,66000.0,0.2965344777861338
514,2005,0.0009587727708533077,0.3333333333333333,173.83333333333334,Sữa Rửa Mặt Làm Trắng Da Bioaqua V7 Hàng Nội địa Trung,Sữa Rửa Mặt Ngăn đánh bay Mụn Bioaqua Pure Skin Anti Acne Cleanser,BioAQUA,BioAQUA,True,24000.0,39000.0,0.471380028773807
2005,514,0.0009587727708533077,0.5,173.83333333333334,Sữa Rửa Mặt Ngăn đánh bay Mụn Bioaqua Pure Skin Anti Acne Cleanser,Sữa Rửa Mặt Làm Trắng Da Bioaqua V7 Hàng Nội địa Trung,BioAQUA,BioAQUA,True,39000.0,24000.0,0.471380028773807
843,388,0.0009587727708533077,0.3333333333333333,173.83333333333334,Sữa Rửa Mặt Trắng Da Benew Hàn Quốc Chiết Xuất Hoàn Toàn Từ Thiên Nhiên 100ml Sữa Rửa Mặt Chính Hãng,"Sữa Rửa Mặt Trà Xanh BENEW Green tea Hàn Quốc 100ml , Sữa Rửa Măt Chính Hãng",Benew,Benew,True,66000.0,53000.0,0.2965344777861338
1380,765,0.0014381591562799617,0.5,149.0,[NỘI ĐỊA NHẬT] Sữa rửa mặt Kose Softymo Nhật Bản 220g,Sữa rửa mặt Kose Softymo Nhật Bản 220g,KOSÉ,no_brand,False,106000.0,84500.0,0.10963171478978849
765,1380,0.0014381591562799617,0.42857142857142855,149.0,Sữa rửa mặt Kose Softymo Nhật Bản 220g,[NỘI ĐỊA NHẬT] Sữa rửa mặt Kose Softymo Nhật Bản 220g,no_brand,KOSÉ,False,84500.0,106000.0,0.10963171478978849
351,1278,0.0009587727708533077,0.4,139.06666666666666,GEL RỬA MẶT GOODNIGHT CLEANSER - DERMARIUM,Dermarium Goodnight - Gel rửa mặt than hoạt tính,no_brand,Dermarium,False,150000.0,150000.0,0.14815531506296212
1278,351,0.0009587727708533077,0.3333333333333333,139.06666666666663,Dermarium Goodnight - Gel rửa mặt than hoạt tính,GEL RỬA MẶT GOODNIGHT CLEANSER - DERMARIUM,Dermarium,no_brand,False,150000.0,150000.0,0.14815531506296212
83,281,0.0014381591562799617,0.5,130.375,Sữa rửa mặt dưỡng da tươi sáng và căng mọng Bio-essence Bio-Bird's Nest Collagen Cleanser 100g,Sữa rửa mặt ngừa lão hóa Bi-Essence BioGold BioEssence Gold Cleanser chiết xuất vàng 24k 100g,Bio-essence,Bio-essence,True,139000.0,135000.0,0.38589799057865803
281,83,0.0014381591562799617,0.375,130.375,Sữa rửa mặt ngừa lão hóa Bi-Essence BioGold BioEssence Gold Cleanser chiết xuất vàng 24k 100g,Sữa rửa mặt dưỡng da tươi sáng và căng mọng Bio-essence Bio-Bird's Nest Collagen Cleanser 100g,Bio-essence,Bio-essence,True,135000.0,139000.0,0.38589799057865803
298,223,0.0009587727708533077,0.2222222222222222,115.88888888888889,💦Sữa rửa mặt Hazeline,💦Sữa rửa mặt gạo Civic Rice milk Thái Lan,HAZELINE,Civic,False,37750.0,23500.0,-0.1511957080728081
223,298,0.0009587727708533077,0.5,115.88888888888889,💦Sữa rửa mặt gạo Civic Rice milk Thái Lan,💦Sữa rửa mặt Hazeline,Civic,HAZELINE,False,23500.0,37750.0,-0.1511957080728081
176,1354,0.0009587727708533077,0.4,104.30000000000001,Sữa Rửa Mặt BIOAQUA Vị Đào NO.BQY72653, Sữa Rửa Mặt 3W CLINIC 100ml Hàn Quốc,no_brand,no_brand,True,13999.0,23456.0,0.22712338341814248
1354,176,0.0009587727708533077,0.25,104.3, Sữa Rửa Mặt 3W CLINIC 100ml Hàn Quốc,Sữa Rửa Mặt BIOAQUA Vị Đào NO.BQY72653,no_brand,no_brand,True,23456.0,13999.0,0.22712338341814248
1021,240,0.0014381591562799617,0.6,96.27692307692307,Sữa rửa mặt dưỡng trắng và ngăn ngừa mụn Acnes Pure White Cleanser 100g,Kem rửa mặt ngăn ngừa mụn Acnes Creamy Wash 100g,Acnes,Acnes,True,56000.0,56000.0,0.44344209094200765
240,1021,0.0014381591562799617,0.23076923076923078,96.27692307692307,Kem rửa mặt ngăn ngừa mụn Acnes Creamy Wash 100g,Sữa rửa mặt dưỡng trắng và ngăn ngừa mụn Acnes Pure White Cleanser 100g,Acnes,Acnes,True,56000.0,56000.0,0.44344209094200765
154,100,0.0009587727708533077,0.6666666666666666,86.91666666666667,[Mã COSACD6 giảm 10% đơn 400K] Sữa rửa mặt làm sạch sâu dành cho da thường và da khô Cerave Hydrating Cleanser 236ML,[Mã COSACD6 giảm 10% đơn 400K] Sữa rửa mặt giúp làm sạch sâu dành cho da dầu Cerave Foaming Facial Cleans 236ML,CeraVe,CeraVe,True,285000.0,285000.0,0.7430572805864153
100,154,0.0009587727708533077,0.125,86.91666666666667,[Mã COSACD6 giảm 10% đơn 400K] Sữa rửa mặt giúp làm sạch sâu dành cho da dầu Cerave Foaming Facial Cleans 236ML,[Mã COSACD6 giảm 10% đơn 400K] Sữa rửa mặt làm sạch sâu dành cho da thường và da khô Cerave Hydrating Cleanser 236ML,CeraVe,CeraVe,True,285000.0,285000.0,0.7430572805864153
536,980,0.0014381591562799617,0.2,83.44,Sữa Rửa Mặt Ziajaa Chiết Xuất Từ Lá Manuka Cho Da Dầu Mụn (bill ảnh tiếp),Sữa Rửa Mặt Cho Da Dầu Mụn hàng balan 200ml,ziaja,no_brand,False,109000.0,119000.0,0.20918123158864055
980,536,0.0014381591562799617,0.6,83.44,Sữa Rửa Mặt Cho Da Dầu Mụn hàng balan 200ml,Sữa Rửa Mặt Ziajaa Chiết Xuất Từ Lá Manuka Cho Da Dầu Mụn (bill ảnh tiếp),no_brand,ziaja,False,119000.0,109000.0,0.20918123158864055
91,190,0.0009587727708533077,0.4,75.85454545454546,Sữa Rửa Mặt Hồng Sâm Đỏ Hàn Quốc My Gold,SỬA RỬA MẶT INNIS TRÀ XANH,no_brand,no_brand,True,23000.0,26500.0,0.019332649749724692
190,91,0.0009587727708533077,0.18181818181818182,75.85454545454544,SỬA RỬA MẶT INNIS TRÀ XANH,Sữa Rửa Mặt Hồng Sâm Đỏ Hàn Quốc My Gold,no_brand,no_brand,True,26500.0,23000.0,0.019332649749724692
1557,1876,0.0009587727708533077,0.25,74.5,Sữa Rửa Mặt Tạo Bọt Sukin Signature Foaming Facial Cleanser 125ml,Sữa Rửa Mặt Dành Cho Da Nhạy Cảm Dạng Gel Sukin Sensitive Cleansing Gel 125ml,sukin,sukin,True,174000.0,289000.0,0.41581720509678016
1876,1557,0.0009587727708533077,0.2857142857142857,74.5,Sữa Rửa Mặt Dành Cho Da Nhạy Cảm Dạng Gel Sukin Sensitive Cleansing Gel 125ml,Sữa Rửa Mặt Tạo Bọt Sukin Signature Foaming Facial Cleanser 125ml,sukin,sukin,True,289000.0,174000.0,0.41581720509678016
752,736,0.0009587727708533077,0.6666666666666666,73.19298245614034,Sữa Rửa Mặt Dành Cho Da Mụn Innisfree Bija Trouble Facial Foam 150ml,Sữa Rửa Mặt FREESHIP Sữa rửa mặt Innisfree Bija Trouble Facial Foam 150ml,Innisfree,Innisfree,True,129000.0,139000.0,0.5340030336235969
736,752,0.0009587727708533077,0.10526315789473684,73.19298245614034,Sữa Rửa Mặt FREESHIP Sữa rửa mặt Innisfree Bija Trouble Facial Foam 150ml,Sữa Rửa Mặt Dành Cho Da Mụn Innisfree Bija Trouble Facial Foam 150ml,Innisfree,Innisfree,True,139000.0,129000.0,0.5340030336235969
741,441,0.0014381591562799617,1.0,71.93103448275862,Sữa Rửa Mặt Senka Perfect Whip Vit C Dưỡng Sáng Mờ Thâm 100g,Sữa rửa mặt Sạch sâu Sáng hồng Senka Perfect Whip Berry Bright 100g,SENKA,SENKA,True,89000.0,79000.0,0.2785857107601961
441,741,0.0014381591562799617,0.10344827586206896,71.93103448275862,Sữa rửa mặt Sạch sâu Sáng hồng Senka Perfect Whip Berry Bright 100g,Sữa Rửa Mặt Senka Perfect Whip Vit C Dưỡng Sáng Mờ Thâm 100g,SENKA,SENKA,True,79000.0,89000.0,0.2785857107601961
184,88,0.0009587727708533077,0.25,57.94444444444444,Sữa rửa mặt trà xanh Rohto Shirochasou Nhật Bản 120g,Sữa rửa mặt Kose Softymo Nhật Bản 220g,no_brand,no_brand,True,79000.0,74000.0,0.35643294641332424
52,2,0.0023969319271332696,0.3333333333333333,57.94444444444444,Sữa Rửa Mặt Cho Nam Skin&Dr Than Hoạt Tính 100g - Trắng da kiềm dầu,"Sữa rửa mặt nam 30Shine phân phối chính hãng Skin&dr Tràm trà 80g cho da mụn, da dầu, dưỡng ẩm trắng da",Skin&Dr	,Skin&Dr	,True,179000.0,244000.0,0.23551414342955224
88,184,0.0009587727708533077,0.2222222222222222,57.94444444444444,Sữa rửa mặt Kose Softymo Nhật Bản 220g,Sữa rửa mặt trà xanh Rohto Shirochasou Nhật Bản 120g,no_brand,no_brand,True,74000.0,79000.0,0.35643294641332424
2,52,0.0023969319271332696,0.4166666666666667,57.94444444444444,"Sữa rửa mặt nam 30Shine phân phối chính hãng Skin&dr Tràm trà 80g cho da mụn, da dầu, dưỡng ẩm trắng da",Sữa Rửa Mặt Cho Nam Skin&Dr Than Hoạt Tính 100g - Trắng da kiềm dầu,Skin&Dr	,Skin&Dr	,True,244000.0,179000.0,0.23551414342955224
